,movie_title,movie_id,summary_35
129,Kansas City (1996),130,"Set in 1930s Kansas City, Robert Altman's jazz-infused film delves into themes of love, crime, race, and politics. When Blondie's husband is captured, she kidnaps a politician's wife to blackmail him into freeing her husband. Despite the risks, the politician puts his political machine into action, impressed by Blondie's love and devotion."
130,Breakfast at Tiffany's (1961),131,"In ""Breakfast at Tiffany's,"" Holly Golightly, a socialite, falls for her charming neighbor, Paul Varjak. Despite their pasts, the two struggle to keep their secrets from tearing them apart. Will a breakfast at Tiffany's be the start of a new love?"
131,"Wizard of Oz, The (1939)",132,"In ""The Wizard of Oz,"" a tornado transports Dorothy and Toto to a magical land. Along the way to meet the Wizard, they befriend a Scarecrow, Tin Man, and Cowardly Lion, who each seek something they lack. The group must defeat the Wicked Witch of the West to earn the Wizard's aid."
132,Gone with the Wind (1939),133,"Amidst the chaos of the Civil War, Scarlett fights to save her home, Tara, and win the heart of Ashley, who is set to marry his cousin. But when Rhett Butler enters the picture, Scarlett's world is turned upside down. Will she choose love or security in this epic tale of survival and passion?"
133,Citizen Kane (1941),134,"""Rosebud"" is the last word of millionaire newspaper tycoon Charles Foster Kane. A group of reporters try to uncover its meaning and learn about Kane's life through flashbacks. The film showcases his rise to fame and eventual downfall."
134,2001: A Space Odyssey (1968),135,"""2001"" is a thought-provoking tale of human evolution. A monolith placed on Earth nudges evolution, leading to humankind's journey to the moon. A race between computers and humans ensues to reach the monolith placers, with the winner achieving the next step in evolution."
135,Mr. Smith Goes to Washington (1939),136,A naive leader of Boy Rangers is appointed to the Senate by the governor. He discovers the dark side of politics when his goal of a boys' camp leads to a conflict with a political boss who tries to corrupt and later destroy him through scandal.
136,Big Night (1996),137,"Two Italian brothers open a restaurant in America, but struggle to attract customers. A successful nearby restaurant owner offers a solution, which leads to a big night where the brothers prepare a feast of a lifetime. The film explores themes of family, talent, and the pursuit of the American Dream."
137,D3: The Mighty Ducks (1996),138,"Ducks receive scholarships to Eden Hall Academy, but face the snobby varsity team. Third episode of the series maintains the underdog theme."
138,"Love Bug, The (1969)",139,"Down-on-his-luck race car driver Jim Douglas discovers a magical, sentient Volkswagen Beetle that he names ""Herbie"". With Herbie, Jim becomes more successful in racing, but the car's former owner tries to sabotage Jim's chances of winning the ""El Dorado"" race. Jim and his friends repair Herbie and are determined to beat the owner and keep the beloved car."
139,Homeward Bound: The Incredible Journey (1993),140,"Three pets, Chance, Shadow, and Sassy, embark on a dangerous journey across America to find their family who left them behind on vacation. The animals face challenges while their family searches for them. Will they reunite with their masters?"
140,"20,000 Leagues Under the Sea (1954)",141,"In the late 1800s, sailors report a dangerous narwhal sinking ships. A naturalist, his assistant, and a whaler join a US expedition to uncover the mystery. The storyline is suspenseful and adventurous."
141,Bedknobs and Broomsticks (1971),142,"During WWII, three kids are sent to live with an apprentice witch, Miss Price. Charlie blackmails her to keep her practices a secret. She gives him a bedknob with a ""magic travelling spell"". Their journey leads them to Emelius Browne, who helps them find the magic words for a spell to bring inanimate objects to life. Miss Price plans to use this spell for the war effort."
142,"Sound of Music, The (1965)",143,"In ""The Sound of Music,"" Maria, a young woman struggling to become a nun, becomes a governess for a Navy Captain's seven children. Despite initial hostility, Maria's kindness and sense of fun brings joy to the children and the Captain's life. However, their personal conflicts are overshadowed by world events as Austria comes under German control."
143,Die Hard (1988),144,"John McClane, a cop, visits his wife at her office Christmas party. A group of robbers led by Hans Gruber takes over the building, holding everyone hostage. John, unable to escape, takes matters into his own hands to stop the heist. A thrilling story of heroism and redemption."
144,"Lawnmower Man, The (1992)",145,"A scientist gives a simple-minded gardener intelligence-enhancing drugs and virtual reality to make him brilliant. But the gardener has his own ideas on how the research should proceed, and the scientist loses control of his experiments."
145,Unhook the Stars (1996),146,"A heartwarming character study of Mildred, a caregiver who learns to live for herself after her daughter leaves home. She forms a bond with Monica, a struggling young mother, and realizes the importance of self-care."
146,"Long Kiss Goodnight, The (1996)",147,"A suburban mom with amnesia remembers her past life as a lethal agent. Her former colleagues want her dead, and she enlists a detective's help. As she recalls more, she becomes more dangerous. Mitch and Charly join her in a violent fight for survival."
147,"Ghost and the Darkness, The (1996)",148,"""Ghost and the Darkness"" is a thrilling adventure based on the true story of two man-eating lions attacking a railroad project in Africa. The movie showcases the bravery of a hunter and an engineer who risk their lives to stop the deadly beasts."
148,Jude (1996),149,"Jude, a stonemason, falls in love with his beautiful cousin, Sue. They face hardships, but eventually find happiness together as an unmarried couple. Tragedy strikes, but their love endures. The movie portrays the struggles of poverty, societal norms, and the power of love."
149,Swingers (1996),150,Mike struggles to move on from his past relationship and friends try to help him start anew. The story portrays the emotional turmoil of a heartbroken man who's trying to forget his past and start afresh in a new city.
150,Willy Wonka and the Chocolate Factory (1971),151,"In ""Charlie and the Chocolate Factory,"" Willy Wonka offers a tour of his factory to five lucky children, with one winning a lifetime supply of chocolate. Young Charlie, despite his family's poverty, dreams of winning. Along the way, the other children face mishaps, but can Charlie succeed?"
151,Sleeper (1973),152,"In ""Sleeper,"" Miles is frozen and wakes up 200 years later in a dystopian future. He helps rebels overthrow the oppressive government, but also discovers strange new technologies like Orgasmatron booths and confessional robots."
